1476.305556	759.065972	1244.479167
1978.649306	1187.628472	1253.711806
1810.510417	1213.281250	1445.156250
1880.020833	1220.090278	1366.892361
2271.836806	1472.736111	1886.152778
2368.052083	1606.704861	1698.309028
2523.065972	1931.694444	1751.600694
2749.281250	2275.861111	2061.069444
2792.517361	2414.829861	2113.204861
3185.677083	3143.000000	2264.496528
2827.020833	3082.142361	2091.111111
2893.760417	3319.500000	2260.208333
2944.343750	3258.416667	2404.343750
3152.947917	3692.055556	2768.729167
2752.572917	3256.642361	2453.399306
2499.753472	2975.524306	2576.916667
2474.840278	2727.159722	2635.052083
2518.489583	2556.180556	2494.444444
2499.218750	2946.788194	2771.621528
1930.156250	2661.958333	2453.420139
1803.493056	2599.753472	2490.364583
1675.163194	2400.250000	2439.472222
1670.413194	2309.440972	2490.392361
1382.090278	1854.892361	2138.031250
1305.524306	1580.961806	2192.538194
1249.687500	1498.611111	2133.003472
1262.364583	1355.076389	2385.003472
1317.506944	1330.274306	2378.927083
1238.170139	1081.520833	1561.420139
1018.871528	701.236111	1285.010417
858.274306	512.878472	860.694444
1225.420139	609.843750	1186.822917
