-0.175474	 -0.084382
-0.191701	 -0.087660
-0.080846	 -0.245838
-0.243257	 -0.080372
-0.209506	 -0.168349
-0.171716	 -0.143105
-0.114207	 -0.224386
-0.197538	 -0.138865
-0.241558	 -0.229033
-0.211941	 -0.248633
-0.186890	 -0.245301
-0.249797	 -0.238904
-0.163461	 -0.210383
-0.218202	 -0.209992
-0.245534	 -0.191595
-0.232584	 -0.174317
-0.108396	 -0.187883
-0.233116	 -0.173781
-0.232166	 -0.172934
-0.239129	 -0.226387
-0.235935	 -0.179303
-0.184140	 -0.204915
-0.059991	 -0.091405
-0.192305	 -0.218338
-0.141454	 -0.246136
-0.240744	 -0.088773
-0.241412	 -0.212006
-0.228122	 -0.223849
-0.205745	 -0.195019
-0.233614	 -0.239662
-0.243626	 -0.140258
-0.237660	 -0.208443
-0.096692	 -0.204415
-0.220005	 -0.229468
-0.207348	 -0.223445
-0.191293	 -0.192566
-0.202730	 -0.173826
-0.188047	 -0.087583
-0.218778	 -0.196256
-0.246562	 -0.189874
-0.254905	 -0.248389
-0.160111	 -0.138003
-0.139418	 -0.208503
-0.160000	 -0.137079
-0.218071	 -0.105584
-0.230216	 -0.225563
-0.222163	 -0.128930
-0.211042	 -0.129740
-0.233275	 -0.184280
-0.203805	 -0.200034
-0.193236	 -0.208901
-0.152464	 -0.166845
-0.025169	 0.144269
-0.313097	 -0.050615
-0.043777	 -0.040501
-0.257508	 -0.147421
-0.217107	 -0.102153
-0.227411	 -0.205365
-0.202179	 -0.199230
-0.202429	 -0.212778
-0.240762	 -0.242428
-0.242831	 -0.189260
-0.189427	 -0.226367
-0.236086	 -0.216653
-0.243318	 -0.233329
-0.167059	 -0.078836
-0.104795	 -0.191480
-0.086164	 -0.235704
-0.063451	 -0.103567
-0.252859	 -0.139238
-0.219101	 -0.033067
-0.212942	 -0.137120
-0.232519	 -0.254024
-0.055758	 -0.144588
-0.063076	 -0.228347
-0.234442	 -0.131288
-0.203445	 -0.231179
-0.233264	 -0.202622
-0.145622	 -0.210350
-0.191343	 -0.221454
-0.081244	 -0.209119
-0.226062	 -0.208456
-0.163451	 -0.212341
-0.221405	 -0.121996
-0.173674	 -0.104439
-0.234870	 -0.182721
-0.109780	 -0.093364
-0.218424	 -0.069778
-0.177614	 -0.236326
-0.143060	 -0.241115
-0.237068	 -0.262374
-0.117550	 -0.222689
-0.123309	 -0.205813
-0.126682	 -0.242091
-0.307008	 -0.219591
-0.224272	 -0.260851
-0.170617	 -0.217677
-0.211385	 -0.195935
-0.222449	 -0.175045
-0.139164	 -0.145766
-0.205788	 -0.159973
-0.219965	 -0.120476
-0.211308	 -0.235687
-0.254711	 -0.216532
-0.234529	 -0.217010
-0.107593	 -0.184475
-0.213438	 -0.176774
-0.185778	 -0.190000
-0.180780	 -0.245906
-0.206132	 -0.167568
-0.114375	 -0.201373
-0.193143	 -0.044385
-0.192541	 -0.230717
-0.233120	 -0.237893
-0.141651	 -0.094307
-0.170016	 -0.057036
-0.142642	 -0.107755
-0.171444	 -0.163221
-0.231852	 -0.250471
-0.182304	 -0.095416
-0.242068	 -0.224624
-0.200559	 -0.184751
-0.234491	 -0.193522
-0.236972	 -0.118768
-0.229015	 -0.211653
-0.232412	 -0.061193
-0.231627	 -0.075774
-0.186143	 -0.231519
-0.106083	 -0.238087
-0.185312	 -0.239414
-0.232929	 -0.234006
-0.154894	 -0.205628
-0.083664	 -0.093868
-0.036392	 -0.171581
-0.157562	 -0.140743
-0.195202	 -0.219203
-0.100861	 -0.226948
-0.143118	 -0.209042
-0.194757	 -0.180126
-0.236725	 -0.226710
-0.220111	 -0.244658
-0.171512	 -0.219093
-0.101348	 -0.238043
-0.220080	 -0.176712
-0.211862	 -0.195060
-0.241908	 -0.078261
-0.223781	 -0.227111
-0.225613	 -0.078205
-0.088032	 -0.205457
-0.220783	 -0.109997
-0.143807	 -0.158265
-0.246489	 -0.218044
-0.207977	 -0.249607
-0.242795	 -0.243776
-0.207715	 -0.181845
-0.011576	 -0.093170
-0.283435	 -0.268945
-0.063563	 -0.227821
-0.088420	 -0.128282
-0.233499	 -0.143036
-0.168172	 -0.051701
-0.235719	 -0.228098
-0.104908	 -0.206110
-0.202277	 -0.210333
-0.168481	 -0.245359
-0.112334	 -0.193796
-0.115401	 -0.177741
-0.212586	 -0.083063
-0.074668	 -0.245058
-0.187698	 -0.239557
-0.106699	 -0.096478
-0.159745	 -0.229820
-0.111992	 -0.215464
-0.092032	 -0.192350
-0.118221	 -0.148331
-0.162015	 -0.026220
-0.049953	 -0.210394
-0.082087	 -0.141966
-0.130834	 -0.186930
-0.220742	 -0.154677
0.075533	 -0.230150
-0.255644	 -0.165082
-0.145345	 -0.227789
-0.154943	 -0.134028
-0.100336	 -0.181732
-0.208018	 -0.144753
-0.167353	 -0.229053
-0.151219	 -0.166591
-0.167581	 -0.106497
-0.130698	 -0.246818
-0.187567	 -0.263221
-0.232769	 -0.123402
-0.166303	 -0.210253
-0.219620	 -0.234649
-0.229548	 -0.215793
-0.055197	 -0.064714
-0.078426	 -0.237956
-0.128826	 -0.235869
-0.244835	 -0.160738
-0.229040	 -0.143002
-0.226335	 -0.253040
-0.153038	 -0.150618
-0.061849	 -0.104034
-0.237124	 -0.078336
-0.197925	 -0.145665
-0.248103	 -0.231337
-0.208491	 -0.139455
-0.125091	 -0.069677
-0.195841	 -0.226406
-0.140416	 -0.086900
-0.152316	 -0.150171
-0.100991	 -0.099525
-0.117620	 -0.102640
-0.113058	 -0.215117
-0.225856	 -0.227679
-0.203251	 -0.078234
-0.051360	 -0.234046
-0.148469	 -0.217682
-0.158397	 -0.109735
