-0.997718	 -0.791992
-0.998112	 -0.816418
-0.993987	 -0.710751
-0.996943	 -0.778291
-0.996224	 -0.758242
-0.998538	 -0.839817
-0.998272	 -0.826456
-0.998784	 -0.842972
-0.998522	 -0.830575
-0.994505	 -0.724067
-0.998218	 -0.820835
-0.996206	 -0.760378
-0.997073	 -0.781582
-0.998763	 -0.847006
-0.990634	 -0.678256
-0.997814	 -0.806277
-0.996377	 -0.760945
-0.997162	 -0.784003
-0.989112	 -0.669550
-0.994347	 -0.693777
-0.980083	 -0.634466
-0.995691	 -0.759630
-0.983154	 -0.632549
-0.998558	 -0.833147
-0.998552	 -0.832934
-0.991839	 -0.714178
-0.997733	 -0.785722
-0.978257	 -0.543122
-0.998631	 -0.834291
-0.993402	 -0.702310
-0.998586	 -0.837655
-0.997902	 -0.791826
-0.993473	 -0.684535
-0.998280	 -0.822592
-0.998688	 -0.834509
-0.989029	 -0.684449
-0.998894	 -0.856161
-0.998137	 -0.815696
-0.995227	 -0.738321
-0.996125	 -0.749998
-0.998089	 -0.813711
-0.994763	 -0.732346
-0.997593	 -0.792998
-0.997261	 -0.789638
-0.989280	 -0.673029
-0.998127	 -0.809914
-0.998578	 -0.836766
-0.998124	 -0.819311
-0.993569	 -0.712582
-0.998758	 -0.847490
-0.997536	 -0.795254
-0.997083	 -0.780169
-0.998463	 -0.822530
-0.998946	 -0.860402
-0.975386	 -0.602017
-0.998386	 -0.824241
-0.991705	 -0.674548
-0.994739	 -0.720411
-0.990292	 -0.653777
-0.921521	 -0.525508
-0.997167	 -0.782058
-0.998751	 -0.849053
-0.998294	 -0.823845
-0.994931	 -0.745830
-0.998797	 -0.850485
-0.979383	 -0.639579
-0.998133	 -0.811594
-0.998642	 -0.839636
-0.994772	 -0.707404
-0.998371	 -0.821866
-0.997750	 -0.789950
-0.965328	 -0.595234
-0.997437	 -0.768119
-0.997888	 -0.808660
-0.995340	 -0.736639
-0.991137	 -0.685770
-0.992366	 -0.701320
-0.992560	 -0.691478
-0.991579	 -0.701882
-0.994713	 -0.728419
-0.995813	 -0.756274
-0.992611	 -0.708530
-0.839443	 -0.472756
-0.995833	 -0.746882
-0.998081	 -0.817912
-0.994261	 -0.714309
-0.458219	 -0.268253
-0.980802	 -0.615377
-0.963304	 -0.590321
-0.998483	 -0.829351
-0.995317	 -0.725807
-0.995509	 -0.741065
-0.998735	 -0.847302
-0.998492	 -0.834468
-0.993981	 -0.735901
-0.996205	 -0.759717
-0.996817	 -0.773885
-0.998820	 -0.854151
-0.736513	 -0.395078
-0.997645	 -0.794414
-0.991440	 -0.695062
-0.995889	 -0.759638
-0.997768	 -0.796703
-0.993785	 -0.691414
-0.995570	 -0.748609
-0.973935	 -0.576409
-0.993717	 -0.730354
-0.998795	 -0.851047
-0.998335	 -0.818427
-0.989345	 -0.682500
-0.998268	 -0.826001
-0.994534	 -0.741572
-0.990157	 -0.665270
-0.998908	 -0.857874
-0.997620	 -0.790531
-0.997492	 -0.794748
-0.998650	 -0.841060
-0.998653	 -0.846422
-0.977508	 -0.591694
-0.998545	 -0.835396
-0.998713	 -0.835910
-0.997852	 -0.818802
-0.964276	 -0.567815
-0.998988	 -0.865170
-0.998987	 -0.865440
-0.996521	 -0.770044
-0.985657	 -0.629007
-0.994701	 -0.739854
-0.997272	 -0.796497
-0.998089	 -0.817245
-0.994009	 -0.699943
-0.928243	 -0.509810
-0.996211	 -0.749360
-0.997880	 -0.800982
