61.850694	52917.434028	50026.208333
372.503472	8035.638889	5742.465278
519.017361	2625.329861	3879.225694
944.072917	1060.260417	2158.947917
1682.538194	423.989583	1512.763889
2261.819444	126.600694	893.104167
3940.270833	77.215278	458.916667
6753.638889	58.256944	298.611111
10511.031250	40.315972	121.090278
13675.847222	20.684028	95.395833
12455.315972	3.312500	98.878472
8876.281250	4.003472	100.482639
3358.770833	4.979167	4.107639
10.184028	6.968750	3.524306
9.350694	10.159722	2.454861
8.722222	10.940972	2.017361
9.420139	10.006944	2.802083
11.590278	11.677083	5.225694
14.947917	14.909722	10.815972
16.031250	19.173611	10.045139
11.965278	20.899306	10.072917
4.187500	8.510417	11.635417
1.260417	1.336806	17.506944
1.104167	0.979167	19.093750
0.940972	1.076389	21.697917
0.934028	1.114583	8.243056
1.083333	1.055556	1.177083
1.201389	1.222222	1.277778
1.010417	1.069444	1.288194
1.190972	1.423611	1.565972
1.427083	1.704861	2.506944
16.489583	13.750000	12.850694
