73.000000	57470.416667	9482.750000
75.166667	2627.083333	15980.000000
124.583333	158.000000	18599.916667
537.250000	80.583333	11381.750000
2124.500000	121.416667	3501.583333
3665.250000	194.916667	1354.166667
6253.000000	291.333333	890.750000
8800.166667	376.833333	549.416667
11158.166667	419.166667	443.666667
13765.833333	521.416667	471.833333
9545.500000	455.333333	381.333333
5220.500000	388.500000	370.000000
1220.583333	311.750000	344.250000
401.666667	282.916667	321.750000
289.333333	218.916667	228.333333
251.666667	191.833333	185.000000
221.416667	168.333333	161.333333
193.416667	155.916667	150.416667
198.750000	167.250000	151.500000
157.833333	136.166667	118.666667
148.916667	125.833333	114.583333
141.250000	120.916667	93.666667
151.666667	130.000000	93.416667
121.083333	103.500000	67.416667
117.666667	86.583333	47.000000
116.250000	75.916667	27.416667
105.000000	61.416667	14.500000
103.000000	50.833333	7.833333
74.166667	28.583333	1.500000
69.250000	11.750000	0.166667
50.750000	2.583333	0.083333
59.416667	0.000000	0.000000
