104.571429	54744.238095	47459.000000
254.190476	6259.285714	10155.857143
570.714286	997.380952	2668.952381
953.380952	347.619048	1495.285714
1986.619048	207.047619	597.047619
2723.761905	141.047619	272.142857
4650.619048	113.333333	183.190476
6932.809524	176.000000	195.714286
8130.761905	149.095238	160.904762
11977.142857	104.380952	107.047619
11954.285714	78.047619	69.714286
9393.666667	56.380952	52.333333
3786.904762	52.000000	51.000000
57.238095	57.714286	63.380952
58.047619	50.000000	65.190476
226.285714	56.142857	98.571429
241.047619	59.571429	125.285714
225.190476	61.428571	132.190476
140.476190	250.857143	152.952381
111.190476	439.428571	173.904762
166.523810	394.285714	151.000000
177.000000	222.238095	101.619048
210.476190	143.666667	112.952381
163.952381	95.523810	579.714286
98.095238	77.857143	169.095238
76.000000	66.000000	52.190476
59.285714	52.428571	32.333333
53.476190	47.952381	33.523810
45.666667	31.523810	21.000000
6.285714	3.380952	2.714286
0.333333	0.142857	0.190476
0.000000	0.000000	0.000000
