652.619048	534.904762	676.190476
1178.619048	1079.809524	957.571429
1559.857143	1391.190476	1233.047619
1671.619048	1644.571429	1323.571429
1985.380952	1931.380952	1707.428571
2429.857143	1962.142857	1659.666667
2760.523810	2487.857143	1843.047619
2745.285714	2753.714286	2106.095238
2593.380952	2554.904762	2291.666667
2975.428571	2815.095238	2831.380952
2642.428571	2436.904762	2917.571429
2547.142857	2456.238095	3092.666667
2410.523810	2440.476190	3100.571429
2594.428571	2766.714286	3392.142857
2326.666667	2632.000000	2863.000000
2446.619048	2754.190476	2683.904762
2479.666667	2753.000000	2778.666667
2395.000000	2806.571429	2618.142857
2738.523810	3122.666667	2581.333333
2704.333333	2845.666667	2076.285714
2604.571429	2514.761905	2020.047619
2346.666667	2331.619048	1862.238095
2584.047619	2727.142857	1951.809524
2094.761905	2047.666667	1986.857143
1712.714286	1758.333333	1457.619048
1573.904762	1511.142857	1603.333333
1428.571429	1353.571429	1980.904762
1364.095238	1360.571429	1924.238095
1038.190476	997.857143	1931.047619
759.333333	872.714286	1352.761905
824.238095	554.666667	793.333333
656.952381	625.904762	1227.809524
